iter	Logloss
590	0.1333366226
591	0.1332725599
592	0.1332517897
593	0.1331510478
594	0.1330742215
595	0.1329976197
596	0.1329575441
597	0.1329195497
598	0.1328601198
599	0.1327095995
600	0.1326080108
601	0.1324831422
602	0.1324575621
603	0.1323802922
604	0.1323412865
605	0.1322472063
606	0.1321793985
607	0.1321171343
608	0.1320918414
609	0.1320321579
610	0.1319611604
611	0.1319092441
612	0.1318637513
613	0.1318372129
614	0.1317625752
615	0.1317070999
616	0.1315935293
617	0.1314279731
618	0.1313901238
619	0.1312850806
620	0.1312318322
621	0.1311469076
622	0.1310487809
623	0.1309598166
624	0.1309152065
625	0.1308374235
626	0.1308116746
627	0.1307240362
628	0.1306645358
629	0.1306133453
630	0.1305765188
631	0.1305322088
632	0.1304510718
633	0.1303097912
634	0.1302522425
635	0.130141022
636	0.130069348
637	0.1300422842
638	0.1299622235
639	0.1299152528
640	0.1297968556
641	0.1297111926
642	0.1295893456
643	0.1295689783
644	0.1295249944
645	0.1294826896
646	0.1294338236
647	0.1293755028
648	0.129248123
649	0.1291459732
650	0.1290864589
651	0.1290439776
652	0.1289903912
653	0.1289328962
654	0.1288530048
655	0.1288130066
656	0.1287510311
657	0.128701377
658	0.1286239747
659	0.1285742635
660	0.1284916426
661	0.1283951093
662	0.1283016887
663	0.1282652996
664	0.1282112518
665	0.1281686322
666	0.1281159506
667	0.1280409607
668	0.1279704874
669	0.127912485
670	0.1278485712
671	0.1278087041
672	0.1277034371
673	0.1276602411
674	0.1276350447
675	0.1275717177
676	0.1275358476
677	0.1274573456
678	0.1274175963
679	0.1273311728
680	0.1272970068
681	0.1271606017
682	0.1270822464
683	0.1270637261
684	0.1269719961
685	0.1268915573
686	0.1268362006
687	0.1267980108
688	0.1266964925
689	0.1266563761
690	0.1265846823
691	0.1264853313
692	0.1264447825
693	0.1263708974
694	0.1263444509
695	0.1262742842
696	0.1262243675
697	0.1261380157
698	0.1260962235
699	0.1259312259
700	0.1258485771
701	0.125751802
702	0.1256832146
703	0.1256589161
704	0.1256324824
705	0.1255337835
706	0.1254975859
707	0.125430437
708	0.125405327
709	0.1253593147
710	0.125321243
711	0.1252893066
712	0.1252129232
713	0.1251806264
714	0.1251555235
715	0.1250767866
716	0.1250450047
717	0.1249941794
718	0.1248664979
719	0.1247853701
720	0.1247417481
721	0.1246881066
722	0.1246333625
723	0.1245886084
724	0.1243661647
725	0.1242990516
726	0.1242718404
727	0.1242330084
728	0.1241913344
729	0.1240618229
730	0.1240163418
731	0.1239837601
732	0.1238992106
733	0.1238421351
734	0.1238111539
735	0.1237092902
736	0.1236846901
737	0.1235866
738	0.1234288023
739	0.1233856341
740	0.1233404967
741	0.1232980002
742	0.1232084871
743	0.1231310384
744	0.1230069004
745	0.1228899447
746	0.1228582149
747	0.1228274696
748	0.1228015701
749	0.1227599466
750	0.1227007091
751	0.1225994072
752	0.1225285412
753	0.122318168
754	0.1221939395
755	0.1221619489
756	0.1220826145
757	0.1220331764
758	0.1219618941
759	0.1218694014
760	0.1218256941
761	0.1217578141
762	0.1216792003
763	0.1216230638
764	0.1215783345
765	0.1215318044
766	0.1214641208
767	0.1214114114
768	0.1213821832
769	0.1213323555
770	0.1212737713
771	0.1210727546
772	0.120995222
773	0.1209360823
774	0.1209139035
775	0.1208847964
776	0.1208053959
777	0.1207576652
778	0.1206823551
779	0.1206371551
780	0.1205273407
781	0.1204655127
782	0.1204137155
783	0.120383627
784	0.1203170907
785	0.1202764082
786	0.1202461901
787	0.120043832
788	0.119983403
789	0.1199329966
790	0.1198845736
791	0.1198716642
792	0.1197666335
793	0.1197498068
794	0.1196607605
795	0.1196088624
796	0.1195491164
797	0.1195054341
798	0.119451699
799	0.1193423383
800	0.1192563752
801	0.1191912332
802	0.1191304408
803	0.1190880096
804	0.119033968
805	0.1189753054
806	0.1189189523
807	0.118847629
808	0.1187224934
809	0.1186364376
810	0.1185763364
811	0.1184657404
812	0.1183920429
813	0.1183222779
814	0.1181897049
815	0.1181401257
816	0.118080013
817	0.1179616712
818	0.1179408864
819	0.1178871271
820	0.1178278349
821	0.1177549131
822	0.1177110647
823	0.1175944171
824	0.1175368289
825	0.117516803
826	0.1174975251
827	0.1174637526
828	0.1173827322
829	0.1173640037
830	0.1172870803
831	0.1172250639
832	0.117164409
833	0.1171242175
834	0.1170882802
835	0.1169854464
836	0.1169593918
837	0.1169223491
838	0.1168744903
839	0.1168026379
840	0.1167617093
841	0.1167289586
842	0.1166918469
843	0.116675543
844	0.1166145078
845	0.1165701732
846	0.1165071147
847	0.1164490337
848	0.1163755089
849	0.1163006485
850	0.116242721
851	0.1161560491
852	0.1161149384
853	0.1160683039
854	0.1160188591
855	0.1159137236
856	0.1159026636
857	0.1158622967
858	0.1158270155
859	0.1157998102
860	0.1157230067
861	0.1156146224
862	0.1155448162
863	0.1154965596
864	0.1153743973
865	0.115313964
866	0.1152668097
867	0.1152149128
868	0.1151425849
869	0.1151215006
870	0.115037618
871	0.1150084845
872	0.1149790515
873	0.1149545923
874	0.1149241731
875	0.1147874894
876	0.1147174749
877	0.1146707155
878	0.1145971737
879	0.1145457981
880	0.1144373382
881	0.1143758196
882	0.1143213758
883	0.1142913922
884	0.114158424
885	0.114075302
886	0.1140574134
887	0.1139747684
888	0.1138470493
889	0.1138226472
890	0.113729584
891	0.113683352
892	0.1136278213
893	0.1135922795
894	0.1134879613
895	0.1134123308
896	0.1133534664
897	0.1132808045
898	0.1132119679
899	0.1131728561
900	0.1131464224
901	0.1130931235
902	0.1129626914
903	0.1129270363
904	0.1129016399
905	0.1128391546
906	0.1127955752
907	0.1127206925
908	0.1126877653
909	0.1126464448
910	0.1125967497
911	0.1125168172
912	0.1124525988
913	0.1124226399
914	0.1123716509
915	0.1122763659
916	0.1122396821
917	0.1121524527
918	0.1120871469
919	0.1120408066
920	0.1119655544
921	0.1119124095
922	0.111852857
923	0.1117324642
924	0.111612817
925	0.1115895145
926	0.1115256947
927	0.1114522712
928	0.1114099679
929	0.1113202284
930	0.1112300326
931	0.1111249439
932	0.1110198082
933	0.1109746233
934	0.1109244711
935	0.1107575548
936	0.1107264625
937	0.1106588778
938	0.1106032454
939	0.1105134904
940	0.1104437461
941	0.1103983482
942	0.1103478113
943	0.1102766809
944	0.1101790727
945	0.1101284832
946	0.1101083261
947	0.1100685393
948	0.1100031677
949	0.1099428882
950	0.1098684486
951	0.1098382768
952	0.1097896924
953	0.1097362013
954	0.1096912802
955	0.1096091442
956	0.1095298273
957	0.1095045656
958	0.1094650538
959	0.1093428653
960	0.1092639672
961	0.1092212248
962	0.1091787399
963	0.1090993654
964	0.1090542376
965	0.1090203174
966	0.1089696214
967	0.1089387991
968	0.1088468502
969	0.1088180426
970	0.1087838491
971	0.1086890558
972	0.1086573836
973	0.1086091941
974	0.1084971907
975	0.1084256836
976	0.1083966585
977	0.1083641031
978	0.108253979
979	0.1081386536
980	0.1080562492
981	0.1080067831
982	0.1079613543
983	0.1079059751
984	0.1078662438
985	0.1078453791
986	0.1078233871
987	0.1077901058
988	0.1077346845
989	0.1077131252
990	0.1076903927
991	0.1076160401
992	0.1075255931
993	0.1074568284
994	0.1073939423
995	0.1073008131
996	0.107181413
997	0.1071627107
998	0.1070921721
999	0.1070706911
