iter	Logloss
0	0.6663142334
1	0.6426789791
2	0.6204353772
3	0.5973219907
4	0.577462923
5	0.5587189954
6	0.5409405965
7	0.5240713706
8	0.5080042961
9	0.4929579942
10	0.4787009698
11	0.465128258
12	0.4521565771
13	0.4384303047
14	0.427033836
15	0.4163605084
16	0.4062133098
17	0.3965380254
18	0.3871585969
19	0.3779352014
20	0.3689181776
21	0.3611417908
22	0.3534144355
23	0.345805999
24	0.3391368993
25	0.3329710478
26	0.3258893742
27	0.3197910036
28	0.3142894476
29	0.3079552966
30	0.3026954084
31	0.297265128
32	0.2921170858
33	0.2880505106
34	0.283855105
35	0.279947437
36	0.2764529753
37	0.2728582997
38	0.269605323
39	0.2667150631
40	0.2635800209
41	0.2601002658
42	0.2574153445
43	0.2550209407
44	0.2527408094
45	0.2496749941
46	0.2475378499
47	0.2449801937
48	0.2428913219
49	0.2409234868
50	0.2391480158
51	0.2375061967
52	0.235303325
53	0.2331154023
54	0.2317871057
55	0.2304736406
56	0.2288238667
57	0.2268348041
58	0.2251494396
59	0.223748286
60	0.2218357769
61	0.2204464391
62	0.2196103566
63	0.218351647
64	0.2166663478
65	0.2152808175
66	0.2139773483
67	0.2129683792
68	0.2120914716
69	0.2113345077
70	0.2103602326
71	0.2095151623
72	0.2088969409
73	0.2081730107
74	0.2073056955
75	0.2065267431
76	0.205633951
77	0.2050131592
78	0.2044531505
79	0.2038578833
80	0.2030990543
81	0.2022064161
82	0.2017149587
83	0.2010301628
84	0.2003077763
85	0.1998184197
86	0.1992848506
87	0.1989205596
88	0.1985310296
89	0.1977600757
90	0.1971866503
91	0.1966491659
92	0.1960257459
93	0.1956415086
94	0.1950276298
95	0.1946381243
96	0.1943564349
97	0.1938030195
98	0.1932477403
99	0.1928609212
100	0.1924304436
101	0.1920287752
102	0.1915176421
103	0.1912147265
104	0.1906148981
105	0.1903511086
106	0.1900818467
107	0.1897664603
108	0.1894721305
109	0.1891481615
110	0.1887390467
111	0.1883019404
112	0.1878583665
113	0.1875633469
114	0.1873598658
115	0.187157708
116	0.1867940238
117	0.1865804268
118	0.1862804155
119	0.1859844145
120	0.1858229141
121	0.1856267348
122	0.1853722295
123	0.1849546421
124	0.1848034288
125	0.1845155998
126	0.184300652
127	0.1841559135
128	0.1840175135
129	0.1838387339
130	0.1836973742
131	0.1834554713
132	0.1831050849
133	0.1828885841
134	0.1827482108
135	0.1824684035
136	0.1822061055
137	0.1819449914
138	0.1816326439
139	0.1813940657
140	0.1810931036
141	0.1807457813
142	0.1806047883
143	0.1803737155
144	0.1802185318
145	0.1799930021
146	0.179773025
147	0.179618284
148	0.17936367
149	0.1791831438
150	0.178974572
151	0.1788477939
152	0.1785353979
153	0.178472155
154	0.1783763957
155	0.1780758931
156	0.1778637002
157	0.1777489571
158	0.1774551761
159	0.1772758497
160	0.1770673087
161	0.176813377
162	0.1765722037
163	0.1762679229
164	0.1760662256
165	0.1759987194
166	0.1757378696
167	0.1755108346
168	0.1754035593
169	0.1751497773
170	0.1750427459
171	0.1748189095
172	0.1747175166
173	0.1745415005
174	0.174198963
175	0.1739807379
176	0.1738207677
177	0.1736827633
178	0.1734803673
179	0.1732683142
180	0.1731325193
181	0.1730280606
182	0.1729164283
183	0.1726651881
184	0.1725777361
185	0.1724175779
186	0.1723123957
187	0.1721332566
188	0.172023832
189	0.171895192
190	0.1717877132
191	0.1716703285
192	0.1715243159
193	0.1713676428
194	0.1710922215
195	0.1709591817
196	0.1708504503
197	0.1707325701
198	0.170601266
199	0.1702988262
200	0.1700644334
201	0.1699501051
202	0.1697865955
203	0.1697124227
204	0.169623412
205	0.1695414953
206	0.1694626324
207	0.1694197466
208	0.1693016126
209	0.1691955569
210	0.1691087025
211	0.1690225871
212	0.1688516042
213	0.1687930626
214	0.1687243356
215	0.168593333
216	0.1685020925
217	0.1684358936
218	0.1682182021
219	0.1681445454
220	0.1680545097
221	0.1679514188
222	0.1677390877
223	0.1676321789
224	0.1675092277
225	0.1674105532
226	0.1673080339
227	0.1672109504
228	0.167131196
229	0.167012571
230	0.1669112039
231	0.1667612978
232	0.1663940222
233	0.1663060203
234	0.1661835497
235	0.1660514305
236	0.1657567662
237	0.1656731685
238	0.1655011429
239	0.1653604027
240	0.1651632563
241	0.16505701
242	0.1649296515
243	0.1648509687
244	0.164697131
245	0.1646078649
246	0.1644251937
247	0.1642330833
248	0.1641661681
249	0.164075899
250	0.163974792
251	0.1638459572
252	0.1637177559
253	0.1636614715
254	0.1635173085
255	0.1634397514
256	0.1633101191
257	0.1631461062
258	0.1629520139
259	0.1627897901
260	0.1626757636
261	0.1626123433
262	0.1625407935
263	0.1624121095
264	0.1623227653
265	0.1622385388
266	0.1620850174
267	0.161898189
268	0.1617492652
269	0.1616207206
270	0.1615819742
271	0.1615118708
272	0.1613963029
273	0.1612482579
274	0.161022
275	0.1609095371
276	0.16078476
277	0.1607208092
278	0.1605446091
279	0.1604511299
280	0.160359227
281	0.1603134487
282	0.1602241225
283	0.160163661
284	0.1600952798
285	0.1600259914
286	0.1599282505
287	0.1598397551
288	0.1597552549
289	0.159652472
290	0.159526894
291	0.1594258968
292	0.1593329954
293	0.1592524993
294	0.1591610123
295	0.1590784439
296	0.1589736387
297	0.1588267474
298	0.1586728726
299	0.1585610559
300	0.1584956823
301	0.1584506665
302	0.1583663403
303	0.1583089616
304	0.1582492795
305	0.1581317867
306	0.1580740623
307	0.1579806713
308	0.1578966578
309	0.1577495748
310	0.1576607932
311	0.1575719684
312	0.1574033299
313	0.1572638906
314	0.1572004338
315	0.1570069906
316	0.1568792438
317	0.15667306
318	0.1565341826
319	0.1564662668
320	0.1564091284
321	0.156357736
322	0.1562621413
323	0.1562137437
324	0.156136457
325	0.156082427
326	0.1560203775
327	0.1559304806
328	0.1558737558
329	0.1557436258
330	0.1556836737
331	0.1556166211
332	0.1555588655
333	0.1554304409
334	0.1553214521
335	0.1552616931
336	0.1551598305
337	0.1550693954
338	0.1549452184
339	0.1548774612
340	0.1547455887
341	0.1546450817
342	0.1544470794
343	0.1543688334
344	0.1542876865
345	0.1542001363
346	0.1541084424
347	0.1540346581
348	0.1539820893
349	0.1538803175
350	0.15380914
351	0.1537109412
352	0.1536415437
353	0.153567876
354	0.1535370043
355	0.1534175468
356	0.1533660956
357	0.1532760805
358	0.1531699019
359	0.1531236816
360	0.153032735
361	0.1529336089
362	0.1527622767
363	0.1527385793
364	0.1526869821
365	0.1524875597
366	0.1523800649
367	0.1522813268
368	0.1521220965
369	0.1519760658
370	0.1519099881
371	0.1518208205
372	0.1517018218
373	0.151664931
374	0.151640708
375	0.1514943484
376	0.1514068747
377	0.1513271923
378	0.1512022013
379	0.1511239199
380	0.1510564476
381	0.1509636467
382	0.1509197442
383	0.1507129
384	0.1506488741
385	0.1505949682
386	0.1505584828
387	0.1504016219
388	0.1503275805
389	0.1502702279
390	0.1501936554
391	0.1501351301
392	0.1500913329
393	0.1500075968
394	0.1498721189
395	0.1498181693
396	0.149753771
397	0.1496768301
398	0.1496544106
399	0.1495398335
400	0.1493977633
401	0.1492397939
402	0.1491800984
403	0.1490895254
404	0.1489255503
405	0.1488560437
406	0.148765393
407	0.1486321467
408	0.1484676226
409	0.1483577572
410	0.1483045624
411	0.1481879077
412	0.1481343037
413	0.1480792922
414	0.1480490663
415	0.1479838751
416	0.1478084052
417	0.1477268016
418	0.1476088468
419	0.1475142912
420	0.1473695414
421	0.1472847734
422	0.1472538066
423	0.1472085463
424	0.1470346601
425	0.1469682837
426	0.1467949372
427	0.1467362296
428	0.1466671569
429	0.1466253322
430	0.1465569804
431	0.1464735072
432	0.146414094
433	0.1463849398
434	0.1462205234
435	0.1460525929
436	0.1459768083
437	0.1458988018
438	0.1458417593
439	0.1457366008
440	0.1456180253
441	0.1455787825
442	0.14545287
443	0.145355559
444	0.1453203458
445	0.1453037815
446	0.1452327643
447	0.1450927616
448	0.1450558189
449	0.1448901626
450	0.1447282235
451	0.1446675012
452	0.1445383538
453	0.1444139388
454	0.1442698731
455	0.1442017314
456	0.144090778
457	0.1440552396
458	0.1439299957
459	0.1437991046
460	0.1437311906
461	0.1436802241
462	0.1435413239
463	0.143440815
464	0.1433712183
465	0.1432979012
466	0.1432435536
467	0.1431806653
468	0.1430564151
469	0.1429168432
470	0.1428378654
471	0.1427204059
472	0.1426464447
473	0.1425463961
474	0.1424412001
475	0.1423259206
476	0.1422645804
477	0.1421724252
478	0.1420467342
479	0.1419746084
480	0.1418742263
481	0.1418270606
482	0.141668402
483	0.1415574014
484	0.1415165497
485	0.1414070689
486	0.141369132
487	0.1412937372
488	0.1412365555
489	0.1411289147
490	0.1410306429
491	0.1409542703
492	0.1408957793
493	0.1407974788
494	0.1407388715
495	0.140665079
496	0.1405995273
497	0.1405632396
498	0.1405353921
499	0.1404713477
500	0.1404031338
501	0.140332926
502	0.1402429472
503	0.140194194
504	0.1401430868
505	0.1401079004
506	0.1400751232
507	0.1399570344
508	0.139887888
509	0.1397441207
510	0.1397180019
511	0.1396303971
512	0.1394754258
513	0.1394209274
514	0.1393519039
515	0.1392862014
516	0.1392408572
517	0.1391580022
518	0.1390820082
519	0.1390090887
520	0.1389277941
521	0.1388575863
522	0.1388090382
523	0.1387641859
524	0.138749063
525	0.1386711093
526	0.1385587422
527	0.1384285175
528	0.1382945969
529	0.1382353869
530	0.1382095139
531	0.138135379
532	0.1380574073
533	0.1379582595
534	0.1378694702
535	0.1378607682
536	0.1378448804
537	0.1377182112
538	0.1376126283
539	0.1375379498
540	0.1374556689
541	0.1374143393
542	0.1373076833
543	0.1372703603
544	0.1371454676
545	0.1370572848
546	0.1370098817
547	0.1368916726
548	0.1367248519
549	0.1366722321
550	0.1365648604
551	0.1364930273
552	0.1364344053
553	0.1363294221
554	0.1362824188
555	0.1361640629
556	0.1360734507
557	0.1360122893
558	0.1359443278
559	0.1358354012
560	0.1357493745
561	0.1356428315
562	0.1355326305
563	0.1354756336
564	0.1353778604
565	0.1353070248
566	0.1351579528
567	0.1350945305
568	0.1349944771
569	0.1349577357
570	0.1349243653
571	0.1348189263
572	0.1346796314
573	0.1346226686
574	0.1345750361
575	0.1344563195
576	0.134394747
577	0.1342688596
578	0.1342469741
579	0.1341514292
580	0.1340505056
581	0.133980739
582	0.1339566908
583	0.1338735098
584	0.1338103399
585	0.1337443681
586	0.1336106763
587	0.1335574164
588	0.1335208356
589	0.1334171036
